"advisor_raw","n_tesis","n_programas","anio_min","anio_max","programas","ejemplo_titulo","advisor_canonical_sugerido","metodo_sugerencia","notas"
"Dra. Laura Zamudio González",2,2,2018,2023,"Administración y Políticas Públicas | Ciencia Política y Relaciones Internacionales","Comercio digital en México: cumplimiento y políticas públicas en el marco del TMEC","Laura Zamudio González","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Lopamudra Chakraborti",2,1,2021,2021,"Economía Ambiental","Impactos socioeconómicos de las plantas eólicas en México","Lopamudra Chakraborti","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. María Amparo Casar",2,2,2017,2019,"Administración y Políticas Públicas | Ciencia Política y Relaciones Internacionales","La regulación del cabildeo legislativo en México. Estudio comparado sobre los criterios mínimos para hacerlo","María Amparo Casar","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. María del Carmen Pardo",2,2,2016,2023,"Gerencia Pública | Políticas Públicas","El papel de los burócratas a nivel de calle y de los intermediarios en la implementación de políticas en materia del trabajo remunerado en el hogar en México","María Del Carmen Pardo","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Miriam Grunstein Dickter",2,1,2013,2017,"Derecho","El impacto de la reforma constitucional de derechos humanos en las obligaciones internacionales del estado mexicano: una análisis a la luz del arbitraje inversionista-estado","Miriam Grunstein Dickter","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Mónica Liliana Jacobo Suárez",2,1,2017,2024,"Ciencia Política y Relaciones Internacionales","Sin hacer mal tercio: factores conducentes al éxito de la cooperación triangular para el desarrollo sostenible en América Latina","Mónica Liliana Jacobo Suárez","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Sandra Jessica Ley Gutiérrez",2,2,2021,2026,"Administración y Políticas Públicas | Ciencia Política","Las capacidades administrativas y la gobernanza criminal en México","Sandra Jessica Ley Gutiérrez","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Teresa Bracho",2,2,2008,2008,"Administración y Políticas Públicas | Ciencia Política y Relaciones Internacionales","El impacto de la competencia religiosa y política local sobre el sistema educativo: el caso de las escuelas de nivel medio superior en las comunidades tseltales de la Selva Lacandona, 1994-2006","Teresa Bracho","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Zayra Teresa López Ixta",2,2,2024,2025,"Administración y Políticas Públicas | Gestión Pública","Determinantes del uso de los permisos de paternidad en México","Zayra Teresa López Ixta","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Guadalupe González González",2,1,2005,2005,"Ciencia Política y Relaciones Internacionales","Asociaciones de migrantes y gobiernos locales: ¿Cómo afectan los gobiernos yuxtatapuestos a la realización de proyectos conjuntos entre el estado mexicano y los migrantes?","Guadalupe González González","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Guillermo Trejo Osorio",2,1,2003,2006,"Ciencia Política y Relaciones Internacionales","Volveremos y seremos miles: un estudio comparado de cuatro conflictos estudiantiles en la UNAM, 1986-2000","Guillermo Trejo Osorio","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Gustavo Fondevila",2,1,2008,2008,"Derecho","Validez jurídica de los fideicomisos de voto","Gustavo Javier Fondevila Pérez","fusion_curada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Gustavo Javier Fondevila Pérez",2,1,2007,2026,"Derecho","Obstáculos en la reinserción social de mujeres en México: un análisis de los desafíos post-penitenciarios","Gustavo Javier Fondevila Pérez","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Itza Tlaloc Quetzalcoatl Curiel Cabral",2,2,2015,2020,"Administración y Políticas Públicas | Gerencia Pública","Informalidad laboral municipal en México: análisis de sus causas desde un enfoque espacial","Itza Tláloc Quetzalcóatl Curiel Cabral","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Lic. Lucía Ojeda Cárdenas",2,1,2017,2026,"Derecho","Entre la opacidad del algoritmo y el deber de diligencia: una arquitectura de supervisión y responsabilidad frente a la colusión algorítmica","Lucía Ojeda Cárdenas","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Lic. Raúl Manuel Mejía Garza",2,1,2019,2020,"Derecho","El federalismo fiscal: un estudio del municipio en México y la relación de las participaciones federales con el impuesto predial","Raúl Manuel Mejía Garza","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Luis Felipe Barrón Córdova",2,1,2005,2011,"Ciencia Política y Relaciones Internacionales","Contribuciones al marco teórico de la mediación: la Iglesia Católica como un caso particular del mediador potencial dependiente","Luis Felipe Barrón Córdova","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Luis de la Calle Robles",2,1,2020,2025,"Ciencia Política y Relaciones Internacionales","Vías al poder: infraestructura pública y recompensas electorales en la Ciudad de México","Luis Miguel De La Calle Robles","fusion_curada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Monica Judith Sánchez Flores",2,1,2005,2005,"Ciencia Política y Relaciones Internacionales","El papel de la información en la obtención de los beneficios del estado de bienestar","Monica Judith Sánchez Flores","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtra. Cynthia L. Michel Sahagún",2,1,2021,2021,"Administración y Políticas Públicas","Importancia de las habilidades analíticas en la operación de programas sociales: el caso del Programa Familias Fuertes Salario Rosa en el Estado de México 2018-2020","Cynthia L Michel Sahagún","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtra. Karla Prudencio Ruiz",2,1,2022,2023,"Derecho","Un largo camino: análisis de la legislación mexicana en materia de activos digitales","Karla Prudencio Ruiz","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Florencio Valladares Zambrano",2,1,2019,2019,"Derecho","Régimen fiscal especial de partidos políticos como mecanismo de consolidación para una fiscalización integral eficiente","Florencio Valladares Zambrano","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Guillermo Osorno Covarrubias",2,1,2018,2022,"Periodismo sobre Políticas Púbicas","El acoso contra las periodistas en Grupo Reforma","Guillermo Osorno Covarrubias","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Itza Tlaloc Quetzalcoatl Curiel Cabral",2,1,2015,2018,"Gerencia Pública","Incentivos para fomentar la (re)inserción y permanencia femenina en el mercado laboral formal asalariado","Itza Tláloc Quetzalcóatl Curiel Cabral","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Jorge Israel Hernández Herrera",2,1,2016,2017,"Periodismo y Asuntos Públicos","Los rostros del agua embotellada en México: ¿Porqué somo los mayores bebedores de este problema?","Jorge Israel Hernández Herrera","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Juan Fernando Ibarra del Cueto",2,1,2014,2014,"Administración y Políticas Públicas","Factores del hogar asociados al doble perfil nutricional: la coexistencia de desnutrición y sobrepeso en hogares mexicanos","Juan Fernando Ibarra Del Cueto","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Ricardo Alberto Ortega Soriano",2,1,2008,2008,"Derecho","La renegociación y adaptación de los contratos internacionales de inversión","Ricardo Alberto Ortega Soriano","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Mtro. Ricardo Raphael",2,1,2014,2014,"Periodismo y Asuntos Públicos","El debate sobre la evaluación educativa","Ricardo Raphael","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"PhD. Michael J. Sauter",2,1,2016,2016,"Historia Internacional","Regiones imaginadas: Iberoamérica en el V Centenario del Descubrimiento de América. (1989-1992)","Michael J Sauter","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Rodolfo Cermeño",2,1,2005,2005,"Economía","Modelos de cambio de régimen del tipo de cambio real para México: 1995-2005","Rodolfo Cermeño Bazán","clave_de_alias","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Rodolfo García del Castillo",2,1,2005,2005,"Administración y Políticas Públicas","Emisión de deuda pública municipal en el mercado de valores","Rodolfo García Del Castillo","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Adam Jones",1,1,2005,2005,"Ciencia Política y Relaciones Internacionales","Hacia la igualdad de género: análisis del desarrollo económico y la equidad de género en América Latina","Adam Jones","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Adam Jones, Ph.D.",1,1,2007,2007,"Ciencia Política y Relaciones Internacionales","El impacto del enfoque de género en el diseño de los programas destinados a combatir la pobreza en México","Adam Jones","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Adriana Canales Pérez",1,1,2009,2009,"Derecho","Justicia para adolescentes en México y en Alemania","Adriana Canales Pérez","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Alejandro Anaya Muñoz",1,1,2012,2012,"Ciencia Política y Relaciones Internacionales","Justicia transicional en México: estudio comparativo de instituciones de transición","Alejandro Anaya Muñoz","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Alexander Elbittar",1,1,2014,2014,"Economía","Penetración y regularización de precios de acceso en el mercado de telecomunicaciones","Alexander Elbittar Hein","clave_de_alias","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Alfonso Pasapera Mora",1,1,2006,2006,"Derecho","¿Cómo se forma la litis en la segunda instancia?","Alfonso Pasapera Mora","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Allison Rowland",1,1,2006,2006,"Administración y Políticas Públicas","El esquema de incentivos que favorece la urbanización irregular en el Distrito Federal: el caso de Santa Rosa Xochiac","Allison Rowland","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Allyson Lucinda Benton Shelton.",1,1,2006,2006,"Ciencia Política y Relaciones Internacionales","Aprobación gubernamental: explicando la popularidad de Andrés Manuel López Obrador","Allyson Lucinda Benton Shelton","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Ana Elena Fierro Ferráez",1,1,2014,2014,"Administración y Políticas Públicas","Protección de datos personales en la administración pública federal: diagnóstico de eficiencia y eficacia en el ejercicio de derechos arco en el Instituto Mexicano del Seguro Social","Ana Elena Fierro Ferráez","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Andrew Paxman",1,1,2021,2021,"Periodismo sobre Políticas Púbicas","El populismo mediático: la relación entre López Obrador y la prensa durante sus primeros dos años y medio de gobierno","Andrew William Paxman","fusion_curada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
